"FK_ArtsID,""Antall"",""AntallFlokk"",""RuteID"",""Aar1"",""LinjeIngenObs"",""LinjeIkkeTaksert"",""DatoEndret"""
-98,0,0,1707,2007,TRUE,FALSE,2010-01-13 13:33:25
1050,1,0,1709,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,2,0,1710,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,1,0,1710,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,1,0,1710,2007,FALSE,FALSE,2010-01-13 13:33:25
4230,2,0,1710,2007,FALSE,FALSE,2010-01-13 13:33:25
4310,1,0,1710,2007,FALSE,FALSE,2010-01-13 13:33:25
4600,1,0,1710,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,1711,2007,TRUE,FALSE,2010-01-13 13:33:25
-98,0,0,1712,2007,TRUE,FALSE,2010-01-13 13:33:25
750,1,0,1714,2007,FALSE,FALSE,2010-01-13 13:33:25
900,1,0,1714,2007,FALSE,FALSE,2010-01-13 13:33:25
980,1,0,1714,2007,FALSE,FALSE,2010-01-13 13:33:25
1450,1,0,1714,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,1714,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,1,0,1714,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,3,0,1714,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,1714,2007,FALSE,FALSE,2010-01-13 13:33:25
3460,1,0,1714,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,4,0,1715,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,2,0,1715,2007,FALSE,FALSE,2010-01-13 13:33:25
2000,1,0,1715,2007,FALSE,FALSE,2010-01-13 13:33:25
2130,3,0,1715,2007,FALSE,FALSE,2010-01-13 13:33:25
3180,1,0,1715,2007,FALSE,FALSE,2010-01-13 13:33:25
1170,1,0,1716,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,2,0,1716,2007,FALSE,FALSE,2010-01-13 13:33:25
5520,0,3,1716,2007,FALSE,FALSE,2010-01-13 13:33:25
750,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
900,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
1130,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
1170,2,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,2,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
1640,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,3,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
2000,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,2,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,1717,2007,FALSE,FALSE,2010-01-13 13:33:25
720,1,0,1718,2007,FALSE,FALSE,2010-01-13 13:33:25
900,2,0,1718,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,1718,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,1,0,1718,2007,FALSE,FALSE,2010-01-13 13:33:25
2000,2,0,1718,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,5,0,1718,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,5,0,1718,2007,FALSE,FALSE,2010-01-13 13:33:25
1540,2,0,1719,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,3,0,1719,2007,FALSE,FALSE,2010-01-13 13:33:25
2000,1,0,1719,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,2,0,1719,2007,FALSE,FALSE,2010-01-13 13:33:25
1540,1,0,1720,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,3,0,1720,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,2,0,1720,2007,FALSE,FALSE,2010-01-13 13:33:25
2000,1,0,1720,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,1,0,1720,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,3,0,1720,2007,FALSE,FALSE,2010-01-13 13:33:25
5780,1,0,1720,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,1723,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,3,0,1723,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,2,0,1723,2007,FALSE,FALSE,2010-01-13 13:33:25
4070,2,0,1723,2007,FALSE,FALSE,2010-01-13 13:33:25
4320,1,0,1723,2007,FALSE,FALSE,2010-01-13 13:33:25
20,1,0,1724,2007,FALSE,FALSE,2010-01-13 13:33:25
750,1,0,1724,2007,FALSE,FALSE,2010-01-13 13:33:25
1130,1,0,1724,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,1724,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,1724,2007,FALSE,FALSE,2010-01-13 13:33:25
3760,1,0,1724,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,1725,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,1725,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,3,0,1725,2007,FALSE,FALSE,2010-01-13 13:33:25
2000,1,0,1725,2007,FALSE,FALSE,2010-01-13 13:33:25
2130,1,0,1725,2007,FALSE,FALSE,2010-01-13 13:33:25
10,1,0,1727,2007,FALSE,FALSE,2010-01-13 13:33:25
1170,1,0,1727,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,1727,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,1,0,1727,2007,FALSE,FALSE,2010-01-13 13:33:25
1640,1,0,1727,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,1,0,1727,2007,FALSE,FALSE,2010-01-13 13:33:25
2000,1,0,1727,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,1,0,1727,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,1727,2007,FALSE,FALSE,2010-01-13 13:33:25
10,1,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
750,1,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
900,1,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
1170,2,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
1200,1,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
1450,1,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
1540,2,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
1640,1,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,4,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,1,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,2,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,1731,2007,FALSE,FALSE,2010-01-13 13:33:25
1170,1,0,1734,2007,FALSE,FALSE,2010-01-13 13:33:25
1200,1,0,1734,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,1734,2007,FALSE,FALSE,2010-01-13 13:33:25
1540,2,0,1734,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,1,0,1734,2007,FALSE,FALSE,2010-01-13 13:33:25
2000,1,0,1734,2007,FALSE,FALSE,2010-01-13 13:33:25
2340,1,0,1734,2007,FALSE,FALSE,2010-01-13 13:33:25
390,1,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
900,1,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
1270,1,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
1170,1,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
1450,1,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,2,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
1850,1,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,1,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,2,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,1735,2007,FALSE,FALSE,2010-01-13 13:33:25
680,1,0,202,2007,FALSE,FALSE,2010-01-13 13:33:25
900,1,0,202,2007,FALSE,FALSE,2010-01-13 13:33:25
1640,1,0,202,2007,FALSE,FALSE,2010-01-13 13:33:25
2020,1,0,202,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,202,2007,FALSE,FALSE,2010-01-13 13:33:25
4610,1,0,202,2007,FALSE,FALSE,2010-01-13 13:33:25
5160,1,0,202,2007,FALSE,FALSE,2010-01-13 13:33:25
680,10,0,203,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,2,0,203,2007,FALSE,FALSE,2010-01-13 13:33:25
3380,2,0,203,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,203,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,1,0,203,2007,FALSE,FALSE,2010-01-13 13:33:25
3570,4,0,203,2007,FALSE,FALSE,2010-01-13 13:33:25
4530,2,0,203,2007,FALSE,FALSE,2010-01-13 13:33:25
5500,3,0,203,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,204,2007,FALSE,FALSE,2010-01-13 13:33:25
2110,1,0,204,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,204,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,1,0,204,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,205,2007,TRUE,FALSE,2010-01-13 13:33:25
1510,3,0,206,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,1,0,206,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,3,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3230,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
4820,3,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3790,2,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
4000,2,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
5580,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
5500,7,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3870,2,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
5520,5,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
4970,5,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3230,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3750,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3740,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3670,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
4300,2,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
4240,2,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
4290,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3980,2,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
4720,3,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3940,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
3760,1,0,301,2007,FALSE,FALSE,2010-01-13 13:33:25
NA,1,0,301,2007,FALSE,NA,2010-01-13 13:33:25
3380,1,0,401,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,1,0,402,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,403,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,2,0,403,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,405,2007,TRUE,FALSE,2010-01-13 13:33:25
1510,2,0,406,2007,FALSE,FALSE,2010-01-13 13:33:25
2020,1,0,406,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,2,0,406,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,407,2007,TRUE,FALSE,2010-01-13 13:33:25
1110,1,0,408,2007,FALSE,FALSE,2010-01-13 13:33:25
1130,1,0,409,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,409,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,1,0,409,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,410,2007,FALSE,FALSE,2010-01-13 13:33:25
2110,1,0,410,2007,FALSE,FALSE,2010-01-13 13:33:25
2130,1,0,410,2007,FALSE,FALSE,2010-01-13 13:33:25
9220,1,0,410,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,1,0,410,2007,FALSE,FALSE,2010-01-13 13:33:25
4840,1,0,410,2007,FALSE,FALSE,2010-01-13 13:33:25
900,1,0,411,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,4,0,411,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,411,2007,FALSE,FALSE,2010-01-13 13:33:25
2130,1,0,411,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,413,2007,FALSE,FALSE,2010-01-13 13:33:25
2110,1,0,413,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,414,2007,TRUE,FALSE,2010-01-13 13:33:25
-98,0,0,416,2007,TRUE,FALSE,2010-01-13 13:33:25
1510,1,0,417,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,2,0,417,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,2,0,417,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,417,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,2,0,417,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,418,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,1,0,418,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,2,0,421,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,2,0,421,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,3,0,422,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,422,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,2,0,422,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,423,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,1,0,423,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,424,2007,TRUE,FALSE,2010-01-13 13:33:25
1050,1,0,425,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,425,2007,FALSE,FALSE,2010-01-13 13:33:25
750,0,12,426,2007,FALSE,FALSE,2010-01-13 13:33:25
900,0,8,426,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,426,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,426,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,426,2007,FALSE,FALSE,2010-01-13 13:33:25
870,1,0,429,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,1,0,429,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,429,2007,FALSE,FALSE,2010-01-13 13:33:25
1540,1,0,430,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,430,2007,FALSE,FALSE,2010-01-13 13:33:25
1200,1,0,431,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,432,2007,TRUE,FALSE,2010-01-13 13:33:25
1530,3,0,433,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,434,2007,FALSE,FALSE,2010-01-13 13:33:25
3760,1,0,434,2007,FALSE,FALSE,2010-01-13 13:33:25
1450,1,0,435,2007,FALSE,FALSE,2010-01-13 13:33:25
4230,1,0,435,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,436,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,1,0,436,2007,FALSE,FALSE,2010-01-13 13:33:25
1200,1,0,437,2007,FALSE,FALSE,2010-01-13 13:33:25
1450,1,0,437,2007,FALSE,FALSE,2010-01-13 13:33:25
1410,1,0,437,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,437,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,1,0,437,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,437,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,437,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,438,2007,TRUE,FALSE,2010-01-13 13:33:25
1200,1,0,439,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,439,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,2,0,439,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,439,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,4,0,440,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,2,0,440,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,2,0,440,2007,FALSE,FALSE,2010-01-13 13:33:25
2000,1,0,440,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,6,0,440,2007,FALSE,FALSE,2010-01-13 13:33:25
870,2,0,442,2007,FALSE,FALSE,2010-01-13 13:33:25
990,2,0,442,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,3,0,442,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,1,0,442,2007,FALSE,FALSE,2010-01-13 13:33:25
2350,2,0,442,2007,FALSE,FALSE,2010-01-13 13:33:25
2430,1,0,442,2007,FALSE,FALSE,2010-01-13 13:33:25
720,4,0,443,2007,FALSE,FALSE,2010-01-13 13:33:25
3180,1,0,443,2007,FALSE,FALSE,2010-01-13 13:33:25
1640,1,0,443,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,1,0,443,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,443,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,2,0,443,2007,FALSE,FALSE,2010-01-13 13:33:25
930,1,0,444,2007,FALSE,FALSE,2010-01-13 13:33:25
980,1,0,444,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,444,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,5,0,444,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,2,0,444,2007,FALSE,FALSE,2010-01-13 13:33:25
1540,1,0,445,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,446,2007,FALSE,FALSE,2010-01-13 13:33:25
1640,1,0,446,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,2,0,446,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,2,0,446,2007,FALSE,FALSE,2010-01-13 13:33:25
1480,1,0,446,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,501,2007,TRUE,FALSE,2010-01-13 13:33:25
1130,1,0,502,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,502,2007,FALSE,FALSE,2010-01-13 13:33:25
2110,1,0,502,2007,FALSE,FALSE,2010-01-13 13:33:25
3460,1,0,502,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,505,2007,FALSE,FALSE,2010-01-13 13:33:25
870,2,0,508,2007,FALSE,FALSE,2010-01-13 13:33:25
1200,1,0,508,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,1,0,508,2007,FALSE,FALSE,2010-01-13 13:33:25
2110,1,0,508,2007,FALSE,FALSE,2010-01-13 13:33:25
3760,3,0,508,2007,FALSE,FALSE,2010-01-13 13:33:25
870,1,0,509,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,509,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,510,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,2,0,510,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,511,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,511,2007,FALSE,FALSE,2010-01-13 13:33:25
1640,1,0,511,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,1,0,511,2007,FALSE,FALSE,2010-01-13 13:33:25
4120,1,0,511,2007,FALSE,FALSE,2010-01-13 13:33:25
1450,1,0,512,2007,FALSE,FALSE,2010-01-13 13:33:25
1640,1,0,512,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,513,2007,TRUE,FALSE,2010-01-13 13:33:25
1420,1,0,514,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,1,0,514,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,1,0,514,2007,FALSE,FALSE,2010-01-13 13:33:25
750,2,0,515,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,516,2007,TRUE,FALSE,2010-01-13 13:33:25
1170,1,0,518,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,6,0,518,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,520,2007,TRUE,FALSE,2010-01-13 13:33:25
1530,2,0,522,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,1,0,522,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,523,2007,TRUE,FALSE,2010-01-13 13:33:25
1450,1,0,524,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,524,2007,FALSE,FALSE,2010-01-13 13:33:25
990,1,0,524,2007,FALSE,FALSE,2010-01-13 13:33:25
4040,1,0,524,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,4,0,525,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,5,0,525,2007,FALSE,FALSE,2010-01-13 13:33:25
1530,1,0,526,2007,FALSE,FALSE,2010-01-13 13:33:25
1480,1,0,527,2007,FALSE,FALSE,2010-01-13 13:33:25
1540,1,0,527,2007,FALSE,FALSE,2010-01-13 13:33:25
870,1,0,528,2007,FALSE,FALSE,2010-01-13 13:33:25
930,1,0,528,2007,FALSE,FALSE,2010-01-13 13:33:25
990,2,0,528,2007,FALSE,FALSE,2010-01-13 13:33:25
1200,1,0,528,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,1,0,528,2007,FALSE,FALSE,2010-01-13 13:33:25
1540,2,0,529,2007,FALSE,FALSE,2016-01-28 13:33:25
720,1,0,533,2007,FALSE,FALSE,2010-01-13 13:33:25
1050,1,0,533,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,2,0,533,2007,FALSE,FALSE,2010-01-13 13:33:25
2090,1,0,533,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,533,2007,FALSE,FALSE,2010-01-13 13:33:25
2110,1,0,533,2007,FALSE,FALSE,2010-01-13 13:33:25
390,1,0,534,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,534,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,535,2007,TRUE,FALSE,2010-01-13 13:33:25
1540,1,0,536,2007,FALSE,FALSE,2010-01-13 13:33:25
1970,3,0,536,2007,FALSE,FALSE,2010-01-13 13:33:25
5790,8,0,536,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,2,0,601,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,1,0,601,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,3,0,601,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,1,0,602,2007,FALSE,FALSE,2010-01-13 13:33:25
3400,3,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4570,2,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
2110,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,2,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
5550,6,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
3790,2,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4970,6,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4720,3,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4290,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
3750,2,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4240,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4730,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
5360,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4900,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4000,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
3910,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4310,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4820,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
3270,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
1150,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
2990,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
20,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4860,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
4750,1,0,604,2007,FALSE,FALSE,2010-01-13 13:33:25
720,1,0,605,2007,FALSE,FALSE,2010-01-13 13:33:25
2140,1,0,605,2007,FALSE,FALSE,2010-01-13 13:33:25
3450,2,0,605,2007,FALSE,FALSE,2010-01-13 13:33:25
3570,3,0,605,2007,FALSE,FALSE,2010-01-13 13:33:25
4530,2,0,605,2007,FALSE,FALSE,2010-01-13 13:33:25
3040,1,0,605,2007,FALSE,FALSE,2010-01-13 13:33:25
3670,1,0,605,2007,FALSE,FALSE,2010-01-13 13:33:25
5500,1,0,605,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,611,2007,FALSE,FALSE,2010-01-13 13:33:25
1640,1,0,615,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,1,0,615,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,1,0,615,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,1,0,615,2007,FALSE,FALSE,2010-01-13 13:33:25
1970,1,0,615,2007,FALSE,FALSE,2010-01-13 13:33:25
870,2,0,616,2007,FALSE,FALSE,2010-01-13 13:33:25
1510,1,0,616,2007,FALSE,FALSE,2010-01-13 13:33:25
2130,1,0,616,2007,FALSE,FALSE,2010-01-13 13:33:25
5060,1,0,616,2007,FALSE,FALSE,2010-01-13 13:33:25
4320,1,0,616,2007,FALSE,FALSE,2010-01-13 13:33:25
5120,1,0,616,2007,FALSE,FALSE,2010-01-13 13:33:25
870,2,0,618,2007,FALSE,FALSE,2010-01-13 13:33:25
980,1,0,618,2007,FALSE,FALSE,2010-01-13 13:33:25
990,2,0,618,2007,FALSE,FALSE,2010-01-13 13:33:25
1880,1,0,618,2007,FALSE,FALSE,2010-01-13 13:33:25
2210,1,0,618,2007,FALSE,FALSE,2010-01-13 13:33:25
2060,2,0,618,2007,FALSE,FALSE,2010-01-13 13:33:25
4120,1,0,618,2007,FALSE,FALSE,2010-01-13 13:33:25
710,3,0,701,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,1,0,701,2007,FALSE,FALSE,2010-01-13 13:33:25
3410,1,0,701,2007,FALSE,FALSE,2010-01-13 13:33:25
-98,0,0,702,2007,TRUE,FALSE,2010-01-13 13:33:25
3570,5,0,703,2007,FALSE,FALSE,2010-01-13 13:33:25
2230,1,0,801,2007,FALSE,FALSE,2010-01-13 13:33:25
1500,1,0,802,2007,FALSE,FALSE,2010-01-13 13:33:25
720,2,0,803,2007,FALSE,FALSE,2010-01-13 13:33:25
2110,1,0,803,2007,FALSE,FALSE,2010-01-13 13:33:25
3370,2,0,803,2007,FALSE,FALSE,2010-01-13 13:33:25
5160,1,0,803,2007,FALSE,FALSE,2010-01-13 13:33:25
