Route_Point_ID;Aar1;Latitude.x;Longitude.x;Hoh_DEM
528_16;2008;61.88087594;8.925011885;1091
528_20;2008;61.87999114;8.902573404;1082
528_2;2009;61.88170075;8.895816383;1154
528_9;2009;61.89375818;8.910996229;1241
528_10;2009;61.89401307;8.916665296;1252
528_18;2009;61.88037556;8.913659523;1038
528_2;2010;61.88170075;8.895816383;1154
528_4;2010;61.88765173;8.895035268;1187
528_8;2010;61.89351202;8.90532723;1231
528_9;2010;61.89375818;8.910996229;1241
528_13;2010;61.88890923;8.923413323;1190
528_2;2011;61.88170075;8.895816383;1154
528_3;2011;61.8849681;8.895577033;1180
528_7;2011;61.89325665;8.899639325;1219
528_13;2011;61.88890923;8.923413323;1190
528_19;2011;61.88004906;8.908487673;1038
528_3;2012;61.8849681;8.895577033;1180
528_4;2012;61.88765173;8.895035268;1187
528_7;2012;61.89325665;8.899639325;1219
528_8;2012;61.89351202;8.90532723;1231
528_15;2012;61.88388279;8.924357855;1161
528_19;2012;61.88004906;8.908487673;1038
528_2;2015;61.88170075;8.895816383;1154
528_7;2015;61.89325665;8.899639325;1219
528_17;2015;61.88062138;8.919345178;1060
528_20;2015;61.87999114;8.902573404;1082
528_1;2016;61.87874818;8.896853317;1058
528_4;2016;61.88765173;8.895035268;1187
528_10;2016;61.89401307;8.916665296;1252
528_13;2016;61.88890923;8.923413323;1190
528_16;2016;61.88087594;8.925011885;1091
528_17;2016;61.88062138;8.919345178;1060
528_20;2016;61.87999114;8.902573404;1082
528_3;2019;61.8849681;8.895577033;1180
528_6;2019;61.89300105;8.893970542;1227
528_9;2019;61.89375818;8.910996229;1241
528_13;2019;61.88890923;8.923413323;1190
529_1;2007;61.89434563;9.237202393;1301
529_14;2007;61.90089362;9.2646;1435
529_20;2007;61.89458709;9.242874198;1314
529_1;2008;61.89434563;9.237202393;1301
529_2;2008;61.89703056;9.236690388;1364
529_14;2008;61.90089362;9.2646;1435
529_19;2008;61.8948193;9.248565047;1313
529_1;2009;61.89434563;9.237202393;1301
529_2;2009;61.89703056;9.236690388;1364
529_20;2009;61.89458709;9.242874198;1314
529_1;2011;61.89434563;9.237202393;1301
529_2;2011;61.89703056;9.236690388;1364
529_14;2011;61.90089362;9.2646;1435
