Id;Aar;RuteNr;PktNr;FK_Vegetasjonstype1;Dekningsgrad1;;;;;;;
12946;2013;1904;14;24;100;;;;;;;
12947;2013;1904;15;23;100;;;;;;;
12948;2013;1904;16;23;100;;;;;;;
12949;2013;1904;17;23;100;;;;;;;
12950;2013;1904;18;23;100;;;;;;;
12951;2013;1904;19;23;100;;;;;;;
12952;2013;1904;20;23;100;;;;;;;
12953;2013;1928;1;24;100;;;;;;;
12954;2013;1928;2;24;100;;;;;;;
12955;2013;1928;3;24;100;;;;;;;
12956;2013;1928;4;24;100;;;;;;;
12957;2013;1928;5;24;100;;;;;;;
12958;2013;1928;6;24;100;;;;;;;
12959;2013;1928;7;24;100;;;;;;;
12960;2013;1928;8;24;100;;;;;;;
12961;2013;1928;9;24;100;;;;;;;
12962;2013;1928;10;24;100;;;;;;;
12963;2013;1928;11;24;100;;;;;;;
12964;2013;1928;12;24;100;;;;;;;
12965;2013;1928;13;24;100;;;;;;;
12966;2013;1928;14;24;100;;;;;;;
12967;2013;1928;15;24;100;;;;;;;
12968;2013;1928;16;24;100;;;;;;;
12969;2013;1928;17;24;100;;;;;;;
12970;2013;1928;18;24;100;;;;;;;
12971;2013;1928;19;24;100;;;;;;;
12972;2013;1928;20;24;100;;;;;;;
12973;2013;2043;1;28;70;;;;;;;
12974;2013;2043;2;22;90;;;;;;;
12975;2013;2043;3;22;90;;;;;;;
12976;2013;2043;4;22;50;;;;;;;
12977;2013;2043;5;28;100;;;;;;;
12978;2013;2043;6;22;40;;;;;;;
12979;2013;2043;7;22;40;;;;;;;
12980;2013;2043;8;28;100;;;;;;;
12981;2013;2043;9;22;90;;;;;;;
12982;2013;2043;10;13;100;;;;;;;
12983;2013;2043;11;22;70;;;;;;;
12984;2013;2043;12;29;75;;;;;;;
12985;2013;2043;18;21;100;;;;;;;
12986;2013;2043;19;21;100;;;;;;;
12987;2013;2043;20;21;10;;;;;;;
12988;2013;1217;1;24;100;;;;;;;
12989;2013;1217;2;24;100;;;;;;;
12990;2013;1217;3;24;100;;;;;;;
12991;2013;1217;4;24;100;;;;;;;
12992;2013;1217;5;24;80;;;;;;;
12993;2013;1217;6;24;100;;;;;;;
12994;2013;1217;7;24;90;;;;;;;
12995;2013;1217;8;24;80;;;;;;;
12996;2013;1217;9;24;80;;;;;;;
12997;2013;1217;10;24;80;;;;;;;
12998;2013;1217;11;24;100;;;;;;;
12999;2013;1217;12;24;100;;;;;;;
13000;2013;1217;13;24;100;;;;;;;
13001;2013;1217;14;24;100;;;;;;;
13002;2013;1217;15;24;100;;;;;;;
13003;2013;1217;16;24;100;;;;;;;
13004;2013;1217;17;24;100;;;;;;;
13005;2013;1217;18;24;100;;;;;;;
13006;2013;1217;19;24;90;;;;;;;
13007;2013;1217;20;24;90;;;;;;;
13008;2013;1214;1;23;100;;;;;;;
13009;2013;1214;2;22;100;;;;;;;
13010;2013;1214;5;23;100;;;;;;;
13011;2013;1214;6;24;100;;;;;;;
13012;2013;1214;7;24;100;;;;;;;
13013;2013;1214;8;24;100;;;;;;;
13014;2013;1214;10;24;100;;;;;;;
13015;2013;1214;11;24;100;;;;;;;
13016;2013;1214;12;24;100;;;;;;;
13017;2013;1214;13;24;100;;;;;;;
13018;2013;1214;14;24;100;;;;;;;
13019;2013;1214;15;24;100;;;;;;;
13020;2013;1214;16;23;20;;;;;;;
13021;2013;1214;17;24;100;;;;;;;
13022;2013;1214;18;23;50;;;;;;;
13023;2013;1214;19;23;100;;;;;;;
13024;2013;1214;20;22;50;;;;;;;
13025;2013;2072;1;24;90;;;;;;;
13026;2013;2072;2;24;100;;;;;;;
13027;2013;2072;3;24;100;;;;;;;
13028;2013;2072;4;24;100;;;;;;;
13029;2013;2072;5;24;100;;;;;;;
13030;2013;2072;6;24;100;;;;;;;
13031;2013;2072;7;24;100;;;;;;;
13032;2013;2072;8;24;50;;;;;;;
13033;2013;2072;9;24;100;;;;;;;
13034;2013;2072;10;24;100;;;;;;;
13035;2013;2072;11;24;100;;;;;;;
13036;2013;2072;12;24;100;;;;;;;
13037;2013;2072;13;24;100;;;;;;;
13038;2013;2072;14;24;50;;;;;;;
13039;2013;2072;15;24;50;;;;;;;
13040;2013;2072;16;24;100;;;;;;;
13041;2013;2072;17;NA;NA;;;;;;;
13042;2013;2072;18;24;50;;;;;;;
13043;2013;2072;19;24;50;;;;;;;
13044;2013;2072;20;24;100;;;;;;;
13045;2013;2046;1;23;100;;;;;;;
13046;2013;2046;2;23;100;;;;;;;
13047;2013;2046;3;23;100;;;;;;;
13048;2013;2046;4;23;100;;;;;;;
13049;2013;2046;5;23;100;;;;;;;
13050;2013;2046;6;23;100;;;;;;;
13051;2013;2046;7;23;100;;;;;;;
13052;2013;2046;8;23;100;;;;;;;
13053;2013;2046;9;23;100;;;;;;;
13054;2013;2046;10;23;100;;;;;;;
13055;2013;2046;11;23;50;;;;;;;
13056;2013;2046;12;23;20;;;;;;;
13057;2013;2046;14;23;100;;;;;;;
13058;2013;2046;15;23;100;;;;;;;
13059;2013;2046;16;23;100;;;;;;;
13060;2013;2046;17;23;50;;;;;;;
13061;2013;2046;18;23;40;;;;;;;
13062;2013;2046;19;23;50;;;;;;;
13063;2013;2046;20;23;50;;;;;;;
13064;2013;2045;1;23;100;;;;;;;
13065;2013;2045;2;22;100;;;;;;;
13066;2013;2045;3;24;100;;;;;;;
13067;2013;2045;4;24;100;;;;;;;
13068;2013;2045;5;24;100;;;;;;;
13069;2013;2045;6;24;100;;;;;;;
13070;2013;2045;7;24;100;;;;;;;
13071;2013;2045;8;24;100;;;;;;;
13072;2013;2045;9;24;100;;;;;;;
13073;2013;2045;10;24;100;;;;;;;
13074;2013;2045;11;24;100;;;;;;;
13075;2013;2045;12;24;100;;;;;;;
13076;2013;2045;13;24;100;;;;;;;
13077;2013;2045;14;24;100;;;;;;;
13078;2013;2045;15;23;100;;;;;;;
13079;2013;2045;16;23;100;;;;;;;
13080;2013;2045;17;23;100;;;;;;;
13081;2013;2045;18;23;100;;;;;;;
13082;2013;2045;19;23;100;;;;;;;
13083;2013;2045;20;23;100;;;;;;;
13084;2013;2070;1;24;100;;;;;;;
13085;2013;2070;2;24;100;;;;;;;
13086;2013;2070;3;24;100;;;;;;;
13087;2013;2070;4;24;100;;;;;;;
13088;2013;2070;5;24;100;;;;;;;
13089;2013;2070;6;24;100;;;;;;;
13090;2013;2070;7;24;100;;;;;;;
13091;2013;2070;8;24;100;;;;;;;
13092;2013;2070;9;24;100;;;;;;;
13093;2013;2070;10;24;100;;;;;;;
13094;2013;2070;11;24;100;;;;;;;
13095;2013;2070;12;24;100;;;;;;;
13096;2013;2070;13;24;100;;;;;;;
13097;2013;2070;14;24;100;;;;;;;
13098;2013;2070;15;24;100;;;;;;;
13099;2013;2070;16;24;100;;;;;;;
13100;2013;2070;17;24;100;;;;;;;
13101;2013;2070;18;24;100;;;;;;;
13102;2013;2070;19;24;100;;;;;;;
13103;2013;2070;20;24;100;;;;;;;
13124;2013;1821;1;21;70;;;;;;;
13125;2013;1821;2;31;75;;;;;;;
13126;2013;1821;3;21;50;;;;;;;
13127;2013;1821;4;21;60;;;;;;;
13128;2013;1821;5;21;40;;;;;;;
13129;2013;1821;6;21;70;;;;;;;
13130;2013;1821;7;21;80;;;;;;;
13131;2013;1821;8;21;65;;;;;;;
13132;2013;1821;9;21;55;;;;;;;
13133;2013;1821;10;13;40;;;;;;;
13134;2013;1821;11;21;70;;;;;;;
13135;2013;1821;12;21;55;;;;;;;
13136;2013;1821;13;21;70;;;;;;;
13137;2013;1821;14;21;60;;;;;;;
13138;2013;1821;15;22;50;;;;;;;
13139;2013;1821;16;24;50;;;;;;;
13140;2013;1821;17;24;50;;;;;;;
13141;2013;1821;18;24;40;;;;;;;
13142;2013;1821;19;23;40;;;;;;;
13143;2013;1821;20;23;45;;;;;;;
13144;2013;1223;1;8;50;;;;;;;
13145;2013;1223;2;10;50;;;;;;;
13146;2013;1223;3;18;50;;;;;;;
13147;2013;1223;4;26;60;;;;;;;
13148;2013;1223;5;8;70;;;;;;;
13149;2013;1223;7;4;100;;;;;;;
13150;2013;1223;8;4;50;;;;;;;
13151;2013;1223;14;1;90;;;;;;;
13152;2013;1223;15;8;90;;;;;;;
13153;2013;1223;17;1;80;;;;;;;
13154;2013;1223;18;4;100;;;;;;;
13155;2013;1223;19;4;100;;;;;;;
13156;2013;1223;20;6;100;;;;;;;
13157;2013;1104;1;13;45;;;;;;;
13158;2013;1104;2;25;90;;;;;;;
13159;2013;1104;3;25;80;;;;;;;
13160;2013;1104;4;13;70;;;;;;;
13161;2013;1104;5;13;40;;;;;;;
13162;2013;1104;6;16;65;;;;;;;
13163;2013;1104;7;16;80;;;;;;;
13164;2013;1104;8;13;40;;;;;;;
13165;2013;1104;9;16;60;;;;;;;
13166;2013;1104;10;13;30;;;;;;;
13167;2013;1104;11;15;25;;;;;;;
13168;2013;1104;12;15;50;;;;;;;
13169;2013;1104;13;13;90;;;;;;;
13170;2013;1104;14;13;85;;;;;;;
13171;2013;1104;15;16;90;;;;;;;
13172;2013;1104;16;16;80;;;;;;;
13173;2013;1104;17;13;50;;;;;;;
13174;2013;1104;18;16;80;;;;;;;
13175;2013;1104;19;13;70;;;;;;;
13176;2013;1104;20;13;100;;;;;;;
13177;2013;2063;1;28;60;;;;;;;
13178;2013;2063;2;23;100;;;;;;;
13179;2013;2063;3;23;100;;;;;;;
13180;2013;2063;4;23;70;;;;;;;
13181;2013;2063;5;23;60;;;;;;;
13182;2013;2063;6;23;90;;;;;;;
13183;2013;2063;7;23;70;;;;;;;
13184;2013;2063;8;24;60;;;;;;;
13185;2013;2063;9;23;50;;;;;;;
13186;2013;2063;10;24;70;;;;;;;
13187;2013;2063;11;24;100;;;;;;;
13188;2013;2063;12;23;100;;;;;;;
13189;2013;2063;13;23;70;;;;;;;
13190;2013;2063;14;23;90;;;;;;;
13191;2013;2063;15;23;100;;;;;;;
13192;2013;2063;16;23;100;;;;;;;
13193;2013;2063;17;23;100;;;;;;;
13194;2013;2063;18;23;85;;;;;;;
13195;2013;2063;19;23;50;;;;;;;
13196;2013;2063;20;28;80;;;;;;;
13197;2013;2033;1;24;100;;;;;;;
13198;2013;2033;2;24;100;;;;;;;
13199;2013;2033;3;24;100;;;;;;;
13200;2013;2033;4;24;100;;;;;;;
13201;2013;2033;5;24;100;;;;;;;
13202;2013;2033;6;24;100;;;;;;;
13203;2013;2033;7;24;100;;;;;;;
13204;2013;2033;8;24;100;;;;;;;
13205;2013;2033;9;24;100;;;;;;;
13206;2013;2033;10;24;100;;;;;;;
13207;2013;2033;11;24;100;;;;;;;
13208;2013;2033;12;24;100;;;;;;;
13209;2013;2033;13;24;100;;;;;;;
13210;2013;2033;14;24;100;;;;;;;
13211;2013;2033;15;24;100;;;;;;;
13212;2013;2033;16;24;100;;;;;;;
13213;2013;2033;17;24;100;;;;;;;
13214;2013;2033;18;24;100;;;;;;;
13215;2013;2033;19;24;100;;;;;;;
13216;2013;2033;20;24;100;;;;;;;
13217;2013;1926;1;23;100;;;;;;;
13218;2013;1926;2;23;50;;;;;;;
13219;2013;1926;3;23;95;;;;;;;
13220;2013;1926;4;23;80;;;;;;;
13221;2013;1926;5;23;70;;;;;;;
13222;2013;1926;6;28;50;;;;;;;
13223;2013;1926;7;23;100;;;;;;;
13224;2013;1926;8;23;90;;;;;;;
13225;2013;1926;9;23;70;;;;;;;
13226;2013;1926;10;24;70;;;;;;;
13227;2013;1926;11;23;50;;;;;;;
13228;2013;1926;12;23;60;;;;;;;
13229;2013;1926;13;24;50;;;;;;;
13230;2013;1926;14;23;80;;;;;;;
13231;2013;1926;15;23;50;;;;;;;
13232;2013;1926;16;23;100;;;;;;;
13233;2013;1926;17;23;100;;;;;;;
13234;2013;1926;18;23;100;;;;;;;
13235;2013;1926;19;23;100;;;;;;;
13236;2013;1926;20;23;100;;;;;;;
13237;2013;1901;1;21;50;;;;;;;
13238;2013;1901;2;13;100;;;;;;;
13239;2013;1901;3;21;100;;;;;;;
13240;2013;1901;4;13;100;;;;;;;
13241;2013;1901;5;23;100;;;;;;;
13242;2013;1901;6;23;100;;;;;;;
13243;2013;1901;7;13;100;;;;;;;
13244;2013;1901;8;13;100;;;;;;;
13245;2013;1901;9;23;100;;;;;;;
13246;2013;1901;10;23;100;;;;;;;
13247;2013;1901;11;13;100;;;;;;;
13248;2013;1901;12;13;100;;;;;;;
13249;2013;1901;13;13;100;;;;;;;
13250;2013;1901;14;21;95;;;;;;;
13251;2013;1901;15;21;100;;;;;;;
13252;2013;1901;16;13;100;;;;;;;
13253;2013;1901;17;13;100;;;;;;;
13254;2013;1901;18;13;100;;;;;;;
13255;2013;1901;19;13;100;;;;;;;
13256;2013;1901;20;21;70;;;;;;;
13257;2013;1903;1;24;100;;;;;;;
13258;2013;1903;2;24;100;;;;;;;
13259;2013;1903;3;24;100;;;;;;;
13260;2013;1903;4;24;100;;;;;;;
13261;2013;1903;5;23;100;;;;;;;
13262;2013;1903;6;22;95;;;;;;;
13263;2013;1903;7;22;70;;;;;;;
13264;2013;1903;8;22;90;;;;;;;
13265;2013;1903;9;23;100;;;;;;;
13266;2013;1903;10;23;100;;;;;;;
13267;2013;1903;11;23;100;;;;;;;
13268;2013;1903;12;23;100;;;;;;;
13269;2013;1903;13;23;100;;;;;;;
13270;2013;1903;14;24;100;;;;;;;
13271;2013;1903;15;24;100;;;;;;;
13272;2013;1903;16;24;100;;;;;;;
13273;2013;1903;17;24;100;;;;;;;
13274;2013;1903;18;24;100;;;;;;;
13275;2013;1903;19;24;100;;;;;;;
13276;2013;1903;20;24;100;;;;;;;
13297;2013;1845;1;6;100;;;;;;;
13298;2013;1845;2;1;100;;;;;;;
13299;2013;1845;3;8;100;;;;;;;
13300;2013;1845;4;6;100;;;;;;;
13301;2013;1845;5;6;100;;;;;;;
13302;2013;1845;6;6;100;;;;;;;
13303;2013;1845;7;6;100;;;;;;;
13304;2013;1845;8;6;100;;;;;;;
13305;2013;1845;9;21;80;;;;;;;
13306;2013;1845;10;21;80;;;;;;;
13307;2013;1845;11;21;80;;;;;;;
13308;2013;1845;12;22;100;;;;;;;
13309;2013;1845;13;22;100;;;;;;;
13310;2013;1845;14;22;100;;;;;;;
13311;2013;1845;15;23;100;;;;;;;
13312;2013;1845;16;23;100;;;;;;;
13313;2013;1845;17;23;100;;;;;;;
13314;2013;1845;18;23;100;;;;;;;
13315;2013;1845;19;23;100;;;;;;;
13316;2013;1845;20;23;100;;;;;;;
13317;2013;1836;1;6;100;;;;;;;
13318;2013;1836;2;6;100;;;;;;;
13319;2013;1836;3;6;100;;;;;;;
13320;2013;1836;4;6;100;;;;;;;
13321;2013;1836;5;21;100;;;;;;;
13322;2013;1836;6;22;100;;;;;;;
13323;2013;1836;7;22;100;;;;;;;
13324;2013;1836;8;22;100;;;;;;;
13325;2013;1836;9;22;100;;;;;;;
13326;2013;1836;10;22;100;;;;;;;
13327;2013;1836;11;22;100;;;;;;;
13328;2013;1836;12;22;100;;;;;;;
13329;2013;1836;13;22;100;;;;;;;
13330;2013;1836;14;22;100;;;;;;;
13331;2013;1836;15;22;100;;;;;;;
13332;2013;1836;16;22;100;;;;;;;
13333;2013;1836;17;22;100;;;;;;;
13334;2013;1836;18;22;100;;;;;;;
13335;2013;1836;19;22;100;;;;;;;
13336;2013;1836;20;22;100;;;;;;;
13337;2013;914;1;21;50;;;;;;;
13338;2013;914;2;21;50;;;;;;;
13339;2013;914;3;16;100;;;;;;;
13340;2013;914;4;8;100;;;;;;;
13341;2013;914;9;2;100;;;;;;;
13342;2013;914;10;11;75;;;;;;;
13343;2013;914;11;2;100;;;;;;;
13344;2013;914;12;3;100;;;;;;;
13345;2013;914;13;1;100;;;;;;;
13346;2013;914;14;13;100;;;;;;;
13347;2013;914;15;3;100;;;;;;;
13348;2013;914;16;21;100;;;;;;;
13349;2013;914;17;21;100;;;;;;;
13350;2013;914;18;21;100;;;;;;;
13351;2013;914;19;21;50;;;;;;;
13352;2013;914;20;21;50;;;;;;;
13373;2013;1852;1;21;100;;;;;;;
13374;2013;1852;2;21;90;;;;;;;
13375;2013;1852;3;21;70;;;;;;;
13376;2013;1852;4;21;100;;;;;;;
13377;2013;1852;5;14;80;;;;;;;
13378;2013;1852;6;18;60;;;;;;;
13379;2013;1852;7;21;100;;;;;;;
13380;2013;1852;8;21;60;;;;;;;
13381;2013;1852;9;21;80;;;;;;;
13382;2013;1852;10;21;60;;;;;;;
13383;2013;1852;11;21;60;;;;;;;
13384;2013;1852;12;21;100;;;;;;;
13385;2013;1852;13;21;100;;;;;;;
13386;2013;1852;14;21;100;;;;;;;
13387;2013;1852;15;21;100;;;;;;;
13388;2013;1852;16;21;100;;;;;;;
13389;2013;1852;17;21;80;;;;;;;
13390;2013;1852;18;21;50;;;;;;;
13391;2013;1852;19;22;70;;;;;;;
13392;2013;1852;20;22;60;;;;;;;
13393;2013;1855;1;6;90;;;;;;;
13394;2013;1855;2;18;70;;;;;;;
13395;2013;1855;3;26;50;;;;;;;
13396;2013;1855;4;18;90;;;;;;;
13397;2013;1855;5;6;70;;;;;;;
13398;2013;1855;6;6;60;;;;;;;
13399;2013;1855;7;6;70;;;;;;;
13400;2013;1855;8;26;60;;;;;;;
13401;2013;1855;9;1;50;;;;;;;
13402;2013;1855;10;6;70;;;;;;;
13403;2013;1855;11;6;80;;;;;;;
13404;2013;1855;12;21;100;;;;;;;
13405;2013;1855;13;21;100;;;;;;;
13406;2013;1855;14;21;100;;;;;;;
13407;2013;1855;15;21;100;;;;;;;
13408;2013;1855;16;21;100;;;;;;;
13409;2013;1855;17;21;100;;;;;;;
13410;2013;1855;18;21;100;;;;;;;
13411;2013;1855;19;21;100;;;;;;;
13412;2013;1855;20;21;100;;;;;;;
13413;2013;801;1;4;100;;;;;;;
13414;2013;801;2;4;100;;;;;;;
13415;2013;801;3;4;100;;;;;;;
13416;2013;801;4;3;100;;;;;;;
13417;2013;801;5;4;100;;;;;;;
13418;2013;801;6;4;100;;;;;;;
13419;2013;801;7;7;100;;;;;;;
13420;2013;801;8;4;100;;;;;;;
13421;2013;801;9;6;100;;;;;;;
13422;2013;801;10;4;100;;;;;;;
13423;2013;801;11;1;100;;;;;;;
13424;2013;801;12;11;100;;;;;;;
13425;2013;801;13;8;100;;;;;;;
13426;2013;801;14;4;100;;;;;;;
13427;2013;801;15;4;100;;;;;;;
13428;2013;801;16;8;100;;;;;;;
13429;2013;801;17;3;100;;;;;;;
13430;2013;801;18;25;100;;;;;;;
13431;2013;801;19;4;100;;;;;;;
13432;2013;801;20;25;100;;;;;;;
13433;2013;1611;1;1;80;;;;;;;
13434;2013;1611;2;1;60;;;;;;;
13435;2013;1611;3;6;90;;;;;;;
13436;2013;1611;4;8;100;;;;;;;
13437;2013;1611;5;6;70;;;;;;;
13438;2013;1611;6;8;100;;;;;;;
13439;2013;1611;7;8;60;;;;;;;
13440;2013;1611;9;2;70;;;;;;;
13441;2013;1611;10;15;60;;;;;;;
13442;2013;1611;11;2;60;;;;;;;
13443;2013;1611;12;12;100;;;;;;;
13444;2013;1611;13;6;70;;;;;;;
13445;2013;1611;14;2;30;;;;;;;
13446;2013;1611;15;12;50;;;;;;;
13447;2013;1611;16;12;70;;;;;;;
13448;2013;1611;17;15;90;;;;;;;
13449;2013;1611;18;15;70;;;;;;;
13450;2013;1611;19;2;50;;;;;;;
13451;2013;1611;20;6;70;;;;;;;
13452;2013;1919;1;21;100;;;;;;;
13453;2013;1919;2;21;50;;;;;;;
13454;2013;1919;3;21;100;;;;;;;
13455;2013;1919;4;22;90;;;;;;;
13456;2013;1919;5;22;80;;;;;;;
13457;2013;1919;6;22;90;;;;;;;
13458;2013;1919;7;22;80;;;;;;;
13459;2013;1919;8;21;70;;;;;;;
13460;2013;1919;9;21;100;;;;;;;
13461;2013;1919;10;21;100;;;;;;;
13462;2013;1919;11;21;100;;;;;;;
13463;2013;1919;12;22;100;;;;;;;
13464;2013;1919;13;22;100;;;;;;;
13465;2013;1919;14;22;100;;;;;;;
13466;2013;1919;15;22;100;;;;;;;
13467;2013;1919;16;22;100;;;;;;;
13468;2013;1919;17;23;100;;;;;;;
13469;2013;1919;18;23;100;;;;;;;
13470;2013;1919;19;23;100;;;;;;;
13471;2013;1919;20;23;100;;;;;;;
13472;2013;1856;1;21;100;;;;;;;
13473;2013;1856;2;21;100;;;;;;;
13474;2013;1856;3;21;100;;;;;;;
13475;2013;1856;4;22;80;;;;;;;
13476;2013;1856;5;22;100;;;;;;;
13477;2013;1856;6;23;90;;;;;;;
13478;2013;1856;7;23;80;;;;;;;
13479;2013;1856;8;23;70;;;;;;;
13480;2013;1856;9;23;100;;;;;;;
13481;2013;1856;10;23;100;;;;;;;
13482;2013;1856;11;23;100;;;;;;;
13483;2013;1856;12;23;100;;;;;;;
13484;2013;1856;13;23;100;;;;;;;
13485;2013;1856;14;23;100;;;;;;;
13486;2013;1856;15;23;100;;;;;;;
13487;2013;1856;16;23;100;;;;;;;
13488;2013;1856;17;23;100;;;;;;;
13489;2013;1856;18;23;100;;;;;;;
13490;2013;1856;19;23;100;;;;;;;
13491;2013;1856;20;23;100;;;;;;;
13512;2013;1838;1;27;100;;;;;;;
13513;2013;1838;2;14;100;;;;;;;
13514;2013;1838;3;7;100;;;;;;;
13515;2013;1838;4;27;100;;;;;;;
13516;2013;1838;5;7;100;;;;;;;
13517;2013;1838;6;17;100;;;;;;;
13518;2013;1838;7;18;100;;;;;;;
13519;2013;1838;8;18;100;;;;;;;
13520;2013;1838;9;15;50;;;;;;;
13521;2013;1838;10;8;100;;;;;;;
13522;2013;1838;11;25;100;;;;;;;
13523;2013;1838;12;25;100;;;;;;;
13524;2013;1838;13;8;100;;;;;;;
13525;2013;1838;14;6;100;;;;;;;
13526;2013;1838;15;2;100;;;;;;;
13527;2013;1838;16;13;100;;;;;;;
13528;2013;1838;17;25;100;;;;;;;
13529;2013;1838;18;25;100;;;;;;;
13530;2013;1838;19;29;100;;;;;;;
13531;2013;1838;20;27;100;;;;;;;
13532;2013;1407;1;8;100;;;;;;;
13533;2013;1407;2;6;80;;;;;;;
13534;2013;1407;3;16;100;;;;;;;
13535;2013;1407;4;17;100;;;;;;;
13536;2013;1407;5;16;100;;;;;;;
13537;2013;1407;6;6;80;;;;;;;
13538;2013;1407;7;6;80;;;;;;;
13539;2013;1407;8;7;100;;;;;;;
13540;2013;1407;9;8;100;;;;;;;
13541;2013;1407;10;4;100;;;;;;;
13542;2013;1407;11;8;100;;;;;;;
13543;2013;1407;12;6;100;;;;;;;
13544;2013;1407;13;21;100;;;;;;;
13545;2013;1407;14;6;100;;;;;;;
13546;2013;1407;15;21;100;;;;;;;
13547;2013;1407;16;21;50;;;;;;;
13548;2013;1407;17;13;70;;;;;;;
13549;2013;1407;18;13;70;;;;;;;
13550;2013;1407;19;13;50;;;;;;;
13551;2013;1407;20;22;100;;;;;;;
13552;2013;1808;1;7;100;;;;;;;
13553;2013;1808;2;8;40;;;;;;;
13554;2013;1808;3;13;30;;;;;;;
13555;2013;1808;4;9;90;;;;;;;
13556;2013;1808;5;9;100;;;;;;;
13557;2013;1808;6;9;100;;;;;;;
13558;2013;1808;7;5;50;;;;;;;
13559;2013;1808;8;9;100;;;;;;;
13560;2013;1808;9;22;100;;;;;;;
13561;2013;1808;10;22;100;;;;;;;
13562;2013;1808;11;22;100;;;;;;;
13563;2013;1808;12;23;100;;;;;;;
13564;2013;1808;13;22;50;;;;;;;
13565;2013;1808;14;22;100;;;;;;;
13566;2013;1808;15;23;100;;;;;;;
13567;2013;1808;16;22;80;;;;;;;
13568;2013;1808;17;22;60;;;;;;;
13569;2013;1808;18;21;70;;;;;;;
13570;2013;1808;19;21;70;;;;;;;
13571;2013;1808;20;21;100;;;;;;;
13572;2014;1630;1;6;75;;;;;;;
13573;2014;1630;2;16;100;;;;;;;
13574;2014;1630;3;15;90;;;;;;;
13575;2014;1630;4;7;50;;;;;;;
13576;2014;1630;5;NA;NA;;;;;;;
13577;2014;1630;6;NA;NA;;;;;;;
13578;2014;1630;7;NA;NA;;;;;;;
13579;2014;1630;8;29;50;;;;;;;
13580;2014;1630;9;29;50;;;;;;;
13581;2014;1630;10;NA;NA;;;;;;;
13582;2014;1630;11;NA;NA;;;;;;;
13583;2014;1630;12;NA;NA;;;;;;;
13584;2014;1630;13;7;100;;;;;;;
13585;2014;1630;14;4;60;;;;;;;
13586;2014;1630;15;4;50;;;;;;;
13587;2014;1630;16;8;100;;;;;;;
13588;2014;1630;17;4;100;;;;;;;
13589;2014;1630;18;6;100;;;;;;;
13590;2014;1630;19;15;50;;;;;;;
13591;2014;1630;20;15;50;;;;;;;
13592;2014;1618;1;1;40;;;;;;;
13593;2014;1618;2;12;60;;;;;;;
13594;2014;1618;5;11;100;;;;;;;
13595;2014;1618;6;11;50;;;;;;;
13596;2014;1618;7;1;100;;;;;;;
13597;2014;1618;8;1;50;;;;;;;
13598;2014;1618;9;1;60;;;;;;;
13599;2014;1618;10;8;70;;;;;;;
13600;2014;1618;11;26;40;;;;;;;
13601;2014;1618;17;13;50;;;;;;;
13602;2014;1618;18;2;95;;;;;;;
13603;2014;1618;19;11;60;;;;;;;
13604;2014;1618;20;1;100;;;;;;;
13605;2014;434;1;2;100;;;;;;;
13606;2014;434;2;8;100;;;;;;;
13607;2014;434;3;11;100;;;;;;;
13608;2014;434;4;15;95;;;;;;;
13609;2014;434;5;4;100;;;;;;;
13610;2014;434;6;4;100;;;;;;;
13611;2014;434;7;4;100;;;;;;;
13612;2014;434;8;4;50;;;;;;;
13613;2014;434;9;15;50;;;;;;;
13614;2014;434;11;15;100;;;;;;;
13615;2014;434;12;6;80;;;;;;;
13616;2014;434;13;6;90;;;;;;;
13617;2014;434;14;4;80;;;;;;;
13618;2014;434;15;4;90;;;;;;;
13619;2014;434;16;4;90;;;;;;;
13620;2014;434;17;8;100;;;;;;;
13621;2014;434;18;8;100;;;;;;;
13622;2014;434;19;8;100;;;;;;;
13623;2014;434;20;8;100;;;;;;;
13624;2014;1003;4;7;80;;;;;;;
13625;2014;1003;5;31;100;;;;;;;
13626;2014;1003;6;11;70;;;;;;;
13627;2014;1003;7;12;70;;;;;;;
13628;2014;1003;8;11;50;;;;;;;
13629;2014;1003;9;12;100;;;;;;;
13630;2014;1003;10;8;50;;;;;;;
13631;2014;1003;11;6;100;;;;;;;
13632;2014;1003;12;6;80;;;;;;;
13633;2014;1003;13;12;70;;;;;;;
13634;2014;1003;14;13;80;;;;;;;
13635;2014;1003;18;7;50;;;;;;;
13636;2014;1003;19;11;50;;;;;;;
13637;2014;204;1;2;60;;;;;;;
13638;2014;204;2;1;100;;;;;;;
13639;2014;204;3;1;80;;;;;;;
13640;2014;204;4;8;100;;;;;;;
13641;2014;204;5;8;50;;;;;;;
13642;2014;204;7;8;50;;;;;;;
13643;2014;204;8;13;60;;;;;;;
13644;2014;204;9;8;70;;;;;;;
13645;2014;204;10;1;90;;;;;;;
13646;2014;204;11;1;80;;;;;;;
13647;2014;204;12;11;97;;;;;;;
13648;2014;204;13;1;100;;;;;;;
13649;2014;204;14;1;95;;;;;;;
13650;2014;204;15;1;40;;;;;;;
13651;2014;204;16;8;100;;;;;;;
13652;2014;204;17;11;100;;;;;;;
13653;2014;204;20;2;80;;;;;;;
13654;2014;407;1;4;100;;;;;;;
13655;2014;407;2;15;50;;;;;;;
13656;2014;407;3;12;50;;;;;;;
13657;2014;407;4;12;70;;;;;;;
13658;2014;407;5;12;40;;;;;;;
13659;2014;407;6;8;100;;;;;;;
13660;2014;407;7;4;70;;;;;;;
13661;2014;407;8;8;60;;;;;;;
13662;2014;407;9;2;80;;;;;;;
